,sofifa_id,first_position,second_position,third_position,hits,team,height_cm,weight_kg,value_eur,wage_eur,preferred_foot,international_reputation,release_clause_eur,team_jersey_number,loaned_from,contract_valid_until,shooting,passing,dribbling,defending,physic,name,age,nationality,potential,overall
8494,172561,LB,,,0,AC Horsens,177,79,0.55,4.0,Left,1,688000.0,5.0,,2021.0,55.0,63.0,64.0,64.0,74.0,M. Lumb,32,Denmark,67,67
8495,172555,ST,,,0,Silkeborg IF,183,80,0.65,4.0,Right,1,813000.0,29.0,,2020.0,67.0,57.0,64.0,31.0,71.0,R. Schwartz,30,Denmark,67,67
8496,171721,LB,CB,,0,US Salernitana 1919,184,76,0.5,2.0,Right,1,800000.0,29.0,,2020.0,42.0,52.0,48.0,64.0,75.0,R. Perticone,33,Italy,67,67
8497,170636,CB,,,0,Livingston FC,185,85,0.575,3.0,Right,1,1000000.0,4.0,,2020.0,37.0,46.0,46.0,65.0,70.0,A. Lithgow,32,Scotland,67,67
8498,170448,GK,,,1,Eintracht Frankfurt,190,86,0.4,9.0,Left,1,680000.0,37.0,,2021.0,,,,,,J. Zimmermann,35,Germany,67,67
8499,170305,CDM,CM,,0,Ipswich Town,185,72,0.425,6.0,Right,1,744000.0,8.0,,2020.0,57.0,62.0,62.0,69.0,69.0,C. Skuse,34,England,67,67
8500,169623,CB,,,0,Motherwell,185,89,0.475,2.0,Left,1,831000.0,5.0,,2020.0,34.0,49.0,43.0,63.0,83.0,P. Hartley,32,England,67,67
8501,169591,RB,,,1,Hibernian,183,78,0.65,4.0,Right,1,1100000.0,2.0,,2023.0,42.0,60.0,63.0,67.0,75.0,D. Gray,32,Scotland,67,67
8502,169100,LB,RM,,1,Derby County,168,72,0.775,11.0,Right,1,1500000.0,30.0,,2020.0,59.0,62.0,72.0,62.0,57.0,I. Anya,32,Scotland,67,67
8503,168629,ST,RM,CAM,2,Hammarby IF,182,75,0.5,2.0,Left,1,625000.0,7.0,,2020.0,64.0,64.0,66.0,46.0,66.0,I. Khalili,33,Palestine,67,67
8504,168341,CB,CDM,CM,0,Castellammare di Stabia,184,80,0.575,2.0,Right,1,891000.0,7.0,,2024.0,59.0,66.0,67.0,60.0,76.0,Adriano Mezavilla,37,Brazil,67,67
8505,167841,CAM,RW,,3,Sunderland,170,68,0.725,5.0,Right,1,1300000.0,7.0,,2020.0,67.0,64.0,67.0,40.0,72.0,C. Maguire,31,Scotland,67,67
8506,163998,CB,,,0,Korona Kielce,187,82,0.35,2.0,Left,1,473000.0,4.0,,2021.0,42.0,55.0,53.0,63.0,80.0,T. Tzimopoulos,34,New Zealand,67,67
8507,163908,CM,,,0,Ascoli,189,82,0.375,2.0,Left,1,581000.0,6.0,,2024.0,55.0,63.0,56.0,65.0,81.0,M. Troiano,35,Italy,67,67
8508,163625,CDM,CM,,3,Sunderland,178,79,0.875,8.0,Right,1,1500000.0,23.0,,2021.0,67.0,70.0,64.0,67.0,73.0,G. Leadbitter,34,England,67,67
8509,163201,GK,,,0,Norwich City,191,89,0.4,13.0,Right,1,800000.0,33.0,,2021.0,,,,,,M. McGovern,36,Northern Ireland,67,67
8510,162952,GK,,,0,Club AtlÃ©tico Talleres,184,77,0.05,2.0,Right,1,75000.0,1.0,,2020.0,,,,,,M. Caranta,41,Argentina,67,67
8511,162875,RB,LB,,0,Medipol BaÅakÅehir FK,180,70,0.65,15.0,Right,1,1200000.0,33.0,,2020.0,42.0,62.0,69.0,68.0,70.0,U. UÃ§ar,33,Turkey,67,67
8512,162053,CB,,,0,Ipswich Town,185,87,0.425,6.0,Right,1,744000.0,4.0,,2021.0,26.0,52.0,51.0,67.0,75.0,L. Chambers,34,England,67,67
8513,162052,GK,,,0,Chicago Fire,192,88,0.45,3.0,Right,1,675000.0,1.0,,2019.0,,,,,,D. Ousted,35,Denmark,67,67
8514,162047,CDM,CM,,0,Real Zaragoza,180,80,0.425,5.0,Right,1,680000.0,21.0,,2023.0,64.0,69.0,61.0,66.0,69.0,Zapater,35,Spain,67,67
8515,159591,CDM,CM,,0,Independiente Santa Fe,180,75,0.23,1.0,Right,1,311000.0,5.0,,2020.0,60.0,64.0,61.0,67.0,70.0,A. PÃ©rez,39,Colombia,67,67
8516,159581,ST,,,0,CF Fuenlabrada,184,78,0.725,4.0,Right,1,1100000.0,21.0,,2020.0,67.0,58.0,63.0,39.0,71.0,Oriol Riera,34,Spain,67,67
8517,157734,GK,,,0,Bristol Rovers,193,88,0.4,3.0,Right,1,700000.0,32.0,,2021.0,,,,,,A. Jaakkola,33,Finland,67,67
8518,156259,RB,CB,,0,WisÅa PÅock,183,82,0.675,3.0,Right,1,911000.0,25.0,,2020.0,51.0,55.0,56.0,66.0,82.0,J. RzeÅºniczak,33,Poland,67,67
8519,155976,CDM,CM,,2,Reading,185,83,0.525,9.0,Left,2,998000.0,26.0,,2020.0,74.0,75.0,65.0,60.0,67.0,C. Adam,34,Scotland,67,67
8520,151270,CAM,LW,,1,Doncaster Rovers,170,65,0.26,3.0,Right,1,455000.0,26.0,,2020.0,65.0,68.0,68.0,43.0,60.0,J. Coppinger,39,England,67,67
8521,150894,CB,,,0,Esbjerg fB,185,84,0.23,3.0,Right,1,288000.0,5.0,,2020.0,46.0,62.0,51.0,65.0,70.0,M. Halsti,36,Finland,67,67
8522,149825,ST,,,0,Nottingham Forest,191,88,0.27,12.0,Left,1,513000.0,9.0,,2020.0,69.0,58.0,59.0,33.0,74.0,D. Murphy,37,Republic of Ireland,67,67
8523,149587,CB,,,0,Pordenone,180,80,0.725,2.0,Right,1,1100000.0,4.0,,2021.0,43.0,53.0,49.0,72.0,69.0,M. Stefani,36,Italy,67,67
8524,144050,ST,LM,,0,Viktoria KÃ¶ln,178,77,0.25,1.0,Right,2,363000.0,12.0,,2020.0,64.0,56.0,66.0,37.0,62.0,A. Bunjaku,36,Kosovo,67,67
8525,140497,RM,CM,,0,Fleetwood Town,167,64,0.375,4.0,Left,1,656000.0,23.0,,2020.0,65.0,69.0,70.0,51.0,51.0,R. Wallace,35,Scotland,67,67
8526,140423,CB,,,1,Burton Albion,180,83,0.28,4.0,Right,1,490000.0,5.0,,2020.0,36.0,45.0,36.0,65.0,71.0,J. Buxton,35,England,67,67
8527,140201,ST,CAM,,0,JÃºbilo Iwata,170,73,0.375,3.0,Right,2,469000.0,22.0,,2020.0,71.0,63.0,70.0,25.0,60.0,Y. Okubo,38,Japan,67,67
8528,139296,ST,,,0,Preston North End,180,76,0.475,12.0,Right,1,903000.0,35.0,,2020.0,68.0,58.0,68.0,35.0,61.0,D. Nugent,35,England,67,67
8529,135043,GK,,,2,Helsingborgs IF,193,85,0.24,1.0,Right,2,300000.0,1.0,,2021.0,,,,,,A. Lindegaard,36,Denmark,67,67
8530,123586,GK,,,0,US Cremonese,189,80,0.45,2.0,Right,2,720000.0,16.0,,2022.0,,,,,,M. Agazzi,36,Italy,67,67
8531,118646,ST,,,0,Rochdale,178,67,0.4,3.0,Right,1,700000.0,40.0,,2020.0,68.0,63.0,70.0,35.0,69.0,I. Henderson,35,England,67,67
8532,104476,CM,CAM,,0,FK Haugesund,179,74,0.325,1.0,Right,1,406000.0,7.0,,2019.0,60.0,69.0,66.0,59.0,69.0,C. Grindheim,37,Norway,67,67
8533,53736,GK,,,3,Birmingham City,183,74,0.325,4.0,Right,1,618000.0,1.0,,2020.0,,,,,,L. Camp,35,Northern Ireland,67,67
8534,53655,ST,,,0,Hokkaido Consadole Sapporo,190,89,0.19,1.0,Left,2,238000.0,48.0,,2024.0,66.0,61.0,59.0,28.0,69.0,J. Bothroyd,38,England,67,67
8535,52340,CB,,,1,FC Lugano,188,83,0.23,2.0,Right,1,334000.0,5.0,,2020.0,54.0,49.0,45.0,68.0,73.0,M. MariÄ,36,Switzerland,67,67
8536,18771,GK,,,1,Millwall,188,76,0.4,5.0,Right,1,,14.0,Nottingham Forest,2020.0,,,,,,L. Steele,35,England,67,67
8537,252865,ST,CF,,11,RC Celta,175,70,0.9,1.0,Right,1,2500000.0,36.0,,2020.0,67.0,49.0,66.0,33.0,54.0,Iker Losada,18,Spain,82,66
8538,252848,CM,CAM,,0,Central Coast Mariners,188,75,0.375,1.0,Right,1,469000.0,7.0,,2020.0,62.0,61.0,64.0,59.0,68.0,M. ÄuriÄ,32,Serbia,66,66
8539,252461,CB,,,0,Abha Club,182,72,0.675,6.0,Right,1,1200000.0,15.0,,2021.0,30.0,38.0,36.0,69.0,66.0,A. Atouchi,28,Morocco,68,66
8540,252368,CB,,,0,Atiker Konyaspor,192,86,0.55,5.0,Left,1,1100000.0,14.0,,2021.0,33.0,45.0,38.0,65.0,68.0,M. AniÄiÄ,30,Bosnia & Herzegovina,66,66
8541,252200,GK,,,1,Sporting CP,195,87,0.65,1.0,Right,1,1400000.0,99.0,,2022.0,,,,,,Diogo Sousa,21,Portugal,78,66
8542,252184,CDM,CM,,0,Al Adalah,181,66,0.875,5.0,Right,1,1600000.0,55.0,,2023.0,45.0,60.0,67.0,63.0,65.0,M. BiteghÃ©,23,Gabon,74,66
8543,252168,CB,,,2,VÃ©lez Sarsfield,181,72,0.825,4.0,Left,1,1400000.0,28.0,,2020.0,30.0,45.0,46.0,66.0,67.0,M. Brizuela,23,Argentina,74,66
8544,252162,ST,,,1,Kashima Antlers,180,72,0.95,2.0,Right,1,1400000.0,36.0,,2023.0,60.0,48.0,62.0,26.0,61.0,A. Ueda,21,Japan,77,66
8545,252159,ST,,,0,Jaguares de CÃ³rdoba,181,65,0.45,1.0,Right,1,608000.0,9.0,,2020.0,64.0,38.0,64.0,19.0,51.0,P. Bueno,30,Argentina,66,66
8546,252154,GK,,,8,Trapani,191,83,0.975,1.0,Right,1,,12.0,Atalanta,2020.0,,,,,,M. Carnesecchi,20,Italy,82,66
8547,252099,RM,LM,,0,Sepsi OSK,172,71,0.3,2.0,Right,1,405000.0,21.0,,2021.0,52.0,60.0,62.0,30.0,55.0,P. GÃ¡l-Andrezly,30,Slovakia,66,66
8548,252079,ST,CAM,,0,Albacete BP,169,62,0.875,2.0,Right,1,1600000.0,19.0,,2023.0,47.0,65.0,66.0,45.0,43.0,Manu Fuster,22,Spain,75,66
8549,252052,RM,CAM,,1,Santos Laguna,174,70,0.21,3.0,Left,1,399000.0,91.0,,2023.0,55.0,54.0,60.0,36.0,46.0,A. Lozano,21,Mexico,76,66
8550,252001,LB,CB,,5,AS Monaco,185,72,1.0,2.0,Left,1,2600000.0,37.0,,2021.0,38.0,50.0,53.0,64.0,63.0,J. Panzo,19,England,80,66
8551,251981,LB,,,0,AC Ajaccio,177,71,0.28,1.0,Left,1,546000.0,23.0,,2021.0,28.0,44.0,56.0,60.0,61.0,M. Huard,22,France,74,66
8552,251941,ST,,,2,CD Tondela,184,75,0.925,2.0,Right,1,2100000.0,42.0,,2023.0,69.0,44.0,61.0,20.0,54.0,T. Å trkalj,23,Croatia,73,66
8553,251920,CB,,,0,Pisa,188,80,0.9,1.0,Right,1,,13.0,Sassuolo,2021.0,39.0,41.0,44.0,65.0,76.0,A. Meroni,23,Italy,75,66
8554,251886,CB,,,1,Defensa y Justicia,185,75,0.375,2.0,Right,1,638000.0,34.0,,2020.0,31.0,38.0,42.0,63.0,67.0,A. FrÃ­as,22,Argentina,73,66
8555,251818,GK,,,0,Central CÃ³rdoba,186,80,0.425,3.0,Left,1,616000.0,34.0,,2023.0,,,,,,L. Requena,32,Argentina,66,66
8556,251754,CB,,,0,PEC Zwolle,191,79,0.7,2.0,Right,1,1200000.0,15.0,,2021.0,44.0,49.0,46.0,64.0,66.0,S. Kersten,22,Netherlands,72,66
8557,251709,GK,,,0,Ecuador,185,83,0.0,0.0,Right,1,,,,,,,,,,J. Doriado,31,Ecuador,67,66
8558,251599,CM,CAM,,0,Real Oviedo,175,70,0.775,2.0,Right,1,1400000.0,28.0,,2020.0,58.0,62.0,64.0,44.0,52.0,Riki,22,Spain,77,66
8559,251585,ST,,,0,Shenzhen FC,185,87,0.11,3.0,Right,1,179000.0,12.0,,2023.0,55.0,38.0,52.0,20.0,61.0,J. Mary,27,Cameroon,67,66
8560,251534,CB,,,0,Os Belenenses,190,85,0.975,2.0,Left,1,2200000.0,4.0,,2023.0,40.0,50.0,53.0,66.0,73.0,Eduardo Kau,21,Brazil,73,66
8561,251497,CDM,CM,CAM,0,SCR Altach,189,82,0.6,1.0,Right,1,,12.0,FC Red Bull Salzburg,2020.0,57.0,56.0,58.0,58.0,71.0,O. DiakitÃ©,20,Mali,80,66
8562,251385,LB,CB,,2,ESTAC Troyes,183,75,0.26,1.0,Right,1,618000.0,23.0,,2022.0,28.0,48.0,55.0,56.0,65.0,S. Mambo,21,DR Congo,77,66
8563,251325,RB,,,0,SpVgg Greuther FÃ¼rth,179,74,0.525,2.0,Right,1,853000.0,18.0,,2022.0,37.0,53.0,60.0,63.0,66.0,M. MeyerhÃ¶fer,24,Germany,71,66
8564,251309,CM,,,0,Dijon FCO,180,70,0.325,2.0,Left,1,715000.0,8.0,,2022.0,48.0,58.0,62.0,48.0,52.0,B. SoumarÃ©,21,France,74,66
8565,251300,ST,,,1,VitÃ³ria de SetÃºbal,190,85,1.1,2.0,Left,1,2600000.0,9.0,,2024.0,64.0,49.0,60.0,34.0,73.0,K. Hachadi,22,Morocco,74,66
8566,251193,ST,CF,,0,Orlando Pirates,179,75,0.625,1.0,Right,1,1500000.0,16.0,,2023.0,64.0,47.0,64.0,23.0,58.0,T. Mabasa,23,South Africa,72,66
8567,251044,RB,,,0,Chindia TÃ¢rgoviÅte,171,71,0.575,2.0,Right,1,776000.0,2.0,,2023.0,39.0,60.0,64.0,62.0,67.0,M. Martac,29,Romania,66,66
8568,251019,CB,,,0,RakÃ³w CzÄstochowa,199,99,0.575,1.0,Right,1,819000.0,2.0,,2021.0,45.0,35.0,42.0,64.0,81.0,T. PetrÃ¡Å¡ek,28,Czech Republic,68,66
8569,250961,ST,CAM,CF,18,Bayern MÃ¼nchen II,193,84,0.625,1.0,Right,1,1300000.0,32.0,,2020.0,55.0,42.0,64.0,18.0,65.0,J. Zirkzee,19,Netherlands,84,66
8570,250916,GK,,,0,RKC Waalwijk,187,89,0.45,1.0,Right,1,686000.0,1.0,,2022.0,,,,,,E. Vaessen,25,Netherlands,71,66
8571,250902,RWB,RB,RW,0,GaziÅehir Gaziantep F.K.,174,72,0.22,3.0,Right,1,440000.0,17.0,,2020.0,30.0,45.0,60.0,61.0,59.0,O. Ceylan,29,Turkey,66,66
8572,250881,CDM,CM,CAM,0,Racing Santander,171,70,0.65,2.0,Right,1,1100000.0,6.0,,2022.0,59.0,61.0,64.0,58.0,63.0,Sergio Ruiz,25,Spain,70,66
8573,250817,GK,,,0,FamalicÃ£o,193,85,0.675,2.0,Right,1,1600000.0,64.0,,2023.0,,,,,,Gabriel Souza,23,Brazil,72,66
8574,250781,GK,,,0,WSG Tirol,184,77,0.475,3.0,Right,1,724000.0,25.0,,2020.0,,,,,,F. Oswald,29,Germany,67,66
8575,248874,CB,,,13,Lazio,185,77,1.2,3.0,Right,1,2900000.0,58.0,,2022.0,38.0,49.0,53.0,67.0,63.0,N. Armini,19,Italy,84,66
8576,248781,CB,,,0,Rodez Aveyron Football,182,71,0.55,2.0,Right,1,1000000.0,4.0,,2020.0,25.0,46.0,58.0,65.0,59.0,P. Bardy,27,France,67,66
8577,248778,CM,,,1,Rodez Aveyron Football,182,72,0.475,1.0,Right,1,831000.0,10.0,,2020.0,55.0,62.0,62.0,52.0,56.0,A. Tertereau,29,France,66,66
8578,248768,CM,CAM,,0,Rodez Aveyron Football,182,77,0.4,2.0,Right,1,700000.0,8.0,,2020.0,66.0,65.0,64.0,45.0,63.0,P. Ruffaut,33,France,66,66
8579,248573,RM,CM,,2,Le Havre AC,183,77,0.75,1.0,Right,1,,23.0,Paris Saint-Germain,2021.0,46.0,62.0,64.0,58.0,70.0,E. Dina Ebimbe,19,France,80,66
8580,248204,LB,CDM,,1,Dinamo Zagreb,170,68,0.625,1.0,Left,1,1800000.0,36.0,,2021.0,51.0,56.0,68.0,58.0,59.0,M. Gjira,21,Croatia,79,66
8581,248117,CM,,,0,FC Viitorul,176,68,1.0,3.0,Right,1,1600000.0,17.0,,2020.0,61.0,59.0,68.0,36.0,38.0,A. Ciobanu,22,Romania,75,66
8582,248100,CDM,CM,,0,FC Hermannstadt,181,78,0.7,3.0,Right,1,945000.0,52.0,,2023.0,56.0,59.0,66.0,55.0,64.0,RomÃ¡rio Pires,31,Brazil,66,66
8583,248071,GK,,,1,Politehnica IaÅi,180,75,0.65,3.0,Right,1,878000.0,12.0,,2023.0,,,,,,D. Rusu,29,Moldova,66,66
8584,247993,RM,,,0,FC Hermannstadt,176,72,0.35,2.0,Right,1,499000.0,7.0,,2020.0,52.0,54.0,62.0,28.0,46.0,P. Petrescu,27,Romania,67,66
8585,247974,CM,CAM,,0,Universitatea Craiova,170,70,0.725,3.0,Right,1,1100000.0,21.0,,2023.0,52.0,63.0,62.0,50.0,64.0,A. Ivanov,24,Bulgaria,70,66
8586,247895,CB,,,1,Dinamo BucureÅti,191,85,0.45,3.0,Right,1,608000.0,2.0,,2022.0,23.0,29.0,32.0,65.0,78.0,L. Klimavicius,31,Lithuania,66,66
8587,247819,CB,,,1,SC Freiburg,191,86,0.65,3.0,Right,1,1300000.0,4.0,,2022.0,29.0,39.0,39.0,65.0,65.0,N. Schlotterbeck,20,Germany,77,66
8588,247793,CM,,,1,SD Huesca,177,70,0.85,2.0,Right,1,1500000.0,20.0,,2022.0,53.0,63.0,70.0,60.0,59.0,Seoane,23,Spain,75,66
8589,247534,RM,LM,,1,AC Ajaccio,177,72,0.575,1.0,Right,1,1400000.0,8.0,,2022.0,56.0,54.0,66.0,20.0,50.0,C. Zady Sery,20,Ivory Coast,75,66
8590,247397,CB,,,0,Envigado FC,183,74,0.375,1.0,Right,1,534000.0,3.0,,2022.0,28.0,39.0,43.0,63.0,62.0,F. BÃ¡ez,28,Paraguay,67,66
8591,247361,CM,CAM,,5,Philadelphia Union,173,65,0.925,1.0,Right,1,2000000.0,22.0,,2022.0,48.0,60.0,67.0,36.0,50.0,B. Aaronson,19,United States,78,66
8592,247328,CM,,,1,Athletic Club de Bilbao,176,71,0.75,2.0,Right,1,2000000.0,35.0,,2023.0,56.0,64.0,65.0,54.0,62.0,Unai Vencedor,19,Spain,84,66
8593,247218,CB,,,0,VitÃ³ria GuimarÃ£es,194,88,0.775,3.0,Right,1,1700000.0,4.0,,2024.0,30.0,32.0,45.0,65.0,79.0,V. Bondarenko,26,Ukraine,71,66
8594,247197,RWB,RB,RW,0,Wuhan Zall,180,71,0.25,2.0,Right,1,438000.0,15.0,,2021.0,29.0,46.0,59.0,56.0,63.0,Ming Tian,25,China PR,71,66
8595,247186,LM,,,0,Godoy Cruz,172,68,1.0,3.0,Left,1,1700000.0,7.0,,2022.0,54.0,61.0,70.0,33.0,51.0,R. Prieto,23,Paraguay,75,66
8596,247156,LB,LM,,2,Estudiantes de La Plata,171,74,0.925,3.0,Right,1,2000000.0,5.0,,2021.0,51.0,46.0,64.0,64.0,60.0,F. Mura,21,Argentina,80,66
8597,247147,ST,RM,,0,CÃºcuta Deportivo,175,70,0.65,1.0,Right,1,1000000.0,28.0,,2022.0,55.0,54.0,66.0,27.0,54.0,L. Miranda,22,Colombia,78,66
8598,247061,ST,RM,,0,Al Ain FC,177,73,0.675,1.0,Right,1,1500000.0,99.0,,2020.0,61.0,59.0,65.0,39.0,66.0,J. Maroof,28,United Arab Emirates,66,66
8599,247027,RWB,RB,RW,0,Orlando City SC,170,80,0.525,2.0,Right,1,827000.0,2.0,,2019.0,27.0,54.0,67.0,56.0,65.0,Ruan,25,Brazil,70,66
8600,247010,RM,LM,,20,Orlando City SC,166,67,0.85,2.0,Right,1,1300000.0,95.0,,2020.0,55.0,59.0,72.0,36.0,52.0,Robinho,25,Brazil,69,66
8601,246884,GK,,,1,GÃ³rnik Zabrze,187,90,0.375,1.0,Right,1,506000.0,84.0,,2020.0,,,,,,M. ChudÃ½,31,Slovakia,66,66
8602,246878,ST,,,0,Waasland-Beveren,190,82,1.1,4.0,Left,1,1700000.0,99.0,,2022.0,71.0,50.0,55.0,19.0,63.0,S. MiloÅ¡eviÄ,24,Montenegro,71,66
8603,246866,CDM,CM,,0,Clube Sport MarÃ­timo,181,77,1.1,2.0,Right,1,2400000.0,60.0,,2023.0,60.0,66.0,68.0,51.0,62.0,Pedro PelÃ¡gio,20,Portugal,77,66
8604,246797,LM,,,0,Shimizu S-Pulse,171,67,0.5,1.0,Right,1,725000.0,16.0,,2022.0,52.0,60.0,64.0,29.0,57.0,K. Nishizawa,23,Japan,72,66
8605,246787,ST,RM,LM,2,MÃ¡laga CF,181,77,1.2,2.0,Right,1,2600000.0,27.0,,2020.0,61.0,62.0,69.0,36.0,53.0,Hugo Vallejo,20,Spain,80,66
8606,246785,LM,LW,,9,Sevilla FC,175,65,1.1,2.0,Left,1,3000000.0,30.0,,2022.0,60.0,58.0,71.0,26.0,34.0,Bryan Gil,19,Spain,84,66
8607,246755,ST,CF,,5,Santos Laguna,176,75,0.675,4.0,Right,1,1300000.0,19.0,,2022.0,62.0,46.0,63.0,19.0,53.0,E. Aguirre,21,Mexico,77,66
8608,246730,RB,,,0,Newell's Old Boys,179,77,0.4,4.0,Right,1,630000.0,4.0,,2020.0,42.0,52.0,59.0,62.0,63.0,A. Gabrielli,27,Uruguay,66,66
8609,246668,CB,,,2,MjÃ¸ndalen IF,193,85,0.65,2.0,Right,1,861000.0,2.0,,2020.0,39.0,43.0,43.0,65.0,72.0,Q. Jansen,29,Netherlands,67,66
8610,246608,LM,CM,CAM,4,Real Madrid,175,68,1.0,27.0,Right,1,2300000.0,32.0,,2020.0,50.0,66.0,69.0,49.0,55.0,Fidalgo,23,Spain,75,66
8611,246393,CM,,,0,Viking FK,183,67,0.325,1.0,Right,1,406000.0,8.0,,2020.0,62.0,68.0,68.0,34.0,50.0,J. Furdal,34,Norway,66,66
8612,246339,CM,,,1,Matsumoto Yamaga,177,77,0.625,2.0,Right,1,781000.0,14.0,,2019.0,61.0,59.0,61.0,64.0,71.0,Paulinho,31,Brazil,66,66
8613,246282,RB,CB,,3,Spezia,184,73,1.1,1.0,Right,1,1800000.0,21.0,,2023.0,35.0,56.0,61.0,65.0,70.0,Salva,22,Spain,76,66
8614,246276,RW,,,0,SD Huesca,173,60,0.8,1.0,Left,1,1800000.0,22.0,,2023.0,54.0,56.0,63.0,24.0,51.0,JoaquÃ­n,21,Spain,78,66
8615,246256,CDM,CM,,1,1. FC NÃ¼rnberg,180,75,0.8,3.0,Left,1,1400000.0,38.0,,2021.0,40.0,57.0,60.0,63.0,64.0,S. Rhein,22,Germany,76,66
8616,246011,ST,RM,,1,Real Valladolid CF,180,77,1.1,5.0,Right,1,2600000.0,35.0,,2021.0,64.0,61.0,66.0,50.0,60.0,VÃ­ctor,23,Spain,75,66
8617,245992,CM,CAM,,38,Chelsea,170,67,0.675,5.0,Right,1,2000000.0,47.0,,2021.0,50.0,65.0,65.0,45.0,42.0,B. Gilmour,19,Scotland,86,66
8618,245783,GK,,,0,Rio Ave FC,195,89,0.525,3.0,Right,1,1100000.0,88.0,,2021.0,,,,,,Paulo VÃ­tor,31,Brazil,66,66
8619,245748,CDM,CM,,0,Livingston FC,179,77,0.825,2.0,Right,1,1600000.0,33.0,,2020.0,50.0,61.0,67.0,63.0,70.0,S. Lawson,25,Togo,73,66
8620,245715,RB,CM,,7,Leeds United,168,65,1.1,8.0,Right,1,2900000.0,46.0,,2021.0,41.0,64.0,70.0,58.0,63.0,J. Shackleton,20,England,81,66
8621,245652,ST,,,0,AS Nancy Lorraine,186,80,0.475,1.0,Right,1,,29.0,AS Saint-Ãtienne,2020.0,64.0,47.0,55.0,29.0,60.0,M. Gueye,22,Senegal,74,66
8622,245623,RM,LM,,0,Hokkaido Consadole Sapporo,165,63,0.65,2.0,Right,1,861000.0,19.0,,2022.0,57.0,58.0,69.0,30.0,51.0,K. Shirai,26,Japan,67,66
8623,245543,ST,RM,CM,0,1. FC Kaiserslautern,180,75,0.775,2.0,Right,1,1300000.0,24.0,,2021.0,63.0,52.0,61.0,32.0,70.0,C. KÃ¼hlwetter,24,Germany,71,66
8624,245383,CB,,,0,Panathinaikos FC,186,78,0.975,1.0,Left,1,2300000.0,24.0,,2022.0,35.0,46.0,43.0,67.0,68.0,T. Mavromatis,23,Greece,73,66
8625,245287,RB,,,5,Real Madrid,179,66,1.3,20.0,Right,1,3500000.0,30.0,,2022.0,55.0,62.0,67.0,62.0,58.0,Sergio LÃ³pez,21,Spain,80,66
8626,245242,RB,LB,RM,1,Holstein Kiel,174,70,0.8,4.0,Right,1,,6.0,FC Red Bull Salzburg,2020.0,52.0,59.0,66.0,62.0,64.0,D. TodoroviÄ,23,Bosnia & Herzegovina,73,66
8627,245228,ST,RM,,0,FC Erzgebirge Aue,186,81,0.95,2.0,Right,1,1700000.0,11.0,,2021.0,62.0,49.0,64.0,21.0,65.0,F. KrÃ¼ger,21,Germany,76,66
8628,245156,CB,,,0,SD Ponferradina,186,78,0.5,2.0,Right,1,,22.0,RCD Mallorca,2020.0,30.0,48.0,49.0,64.0,63.0,F. Russo,25,Argentina,73,66
8629,245099,LB,CB,LM,0,KV Kortrijk,186,79,0.65,4.0,Left,1,1000000.0,29.0,,2021.0,41.0,60.0,59.0,64.0,72.0,A. Batsula,28,Ukraine,66,66
8630,245091,CB,,,2,US Cremonese,187,75,0.9,1.0,Right,1,,19.0,Sassuolo,2020.0,38.0,42.0,50.0,67.0,64.0,L. Ravanelli,23,Italy,75,66
8631,245055,RM,CM,CAM,2,Newell's Old Boys,177,70,1.0,3.0,Right,1,2100000.0,43.0,,2022.0,58.0,60.0,66.0,42.0,53.0,A. Moreno,21,Argentina,81,66
8632,245035,CDM,CM,,5,Manchester City,180,70,1.2,7.0,Right,1,3100000.0,81.0,,2023.0,56.0,61.0,63.0,65.0,62.0,C. Gomes,20,France,81,66
8633,245016,ST,LM,,0,Fortuna Sittard,186,65,0.475,1.0,Right,1,986000.0,20.0,,2022.0,50.0,58.0,63.0,53.0,65.0,A. Ciss,20,Senegal,75,66
8634,245004,CDM,CM,,0,La Berrichonne de ChÃ¢teauroux,186,82,0.45,1.0,Right,1,878000.0,8.0,,2020.0,43.0,60.0,62.0,63.0,73.0,V. Vanbaleghem,23,France,74,66
8635,244987,GK,,,0,Independiente,186,84,0.5,4.0,Left,1,738000.0,13.0,,2021.0,,,,,,M. Ãlvarez,31,Argentina,66,66
8636,244976,RB,CB,,4,Monarcas Morelia,177,66,0.65,2.0,Right,1,,3.0,Monterrey,2020.0,37.0,58.0,62.0,61.0,56.0,P. Medina,21,Mexico,74,66
8637,244940,LB,LWB,CM,0,SCR Altach,186,81,0.675,3.0,Left,1,1100000.0,19.0,,2020.0,40.0,55.0,61.0,58.0,70.0,E. Karic,23,Austria,73,66
8638,244869,RM,,,0,Patronato,178,73,0.575,4.0,Right,1,834000.0,8.0,,2022.0,58.0,60.0,62.0,29.0,57.0,G. Compagnucci,28,Argentina,66,66
8639,244851,LB,CB,,0,Gimnasia y Esgrima La Plata,182,74,0.85,3.0,Left,1,1400000.0,24.0,,2021.0,35.0,47.0,49.0,65.0,66.0,G. Guiffrey,22,Argentina,76,66
8640,244806,LM,LW,,1,Club AtlÃ©tico LanÃºs,180,67,1.4,7.0,Left,1,2300000.0,11.0,,2020.0,59.0,60.0,72.0,34.0,54.0,P. MartÃ­nez,23,Paraguay,73,66
8641,244786,CB,,,0,Vitesse,187,78,0.825,6.0,Left,1,1300000.0,18.0,,2022.0,25.0,49.0,37.0,68.0,65.0,T. HÃ¡jek,28,Czech Republic,67,66
